,d1,d2,cluster
0,10.5,9.0,0
453,10.01502,10.792580000000001,0
454,9.985813,10.82018,0
455,9.955926,10.84732,0
456,10.54312,9.145868,0
457,9.925365,10.87398,0
458,9.894136,10.900139999999999,0
459,9.86225,10.92578,0
460,9.829711999999999,10.95089,0
461,9.796533,10.97546,0
462,9.762721,10.999460000000001,0
463,9.728287,11.02289,0
464,9.693238000000001,11.04573,0
465,9.657587,11.067969999999999,0
466,9.621342,11.08958,0
467,10.55003,9.176055999999999,0
452,10.04353,10.76452,0
468,9.584515,11.11055,0
451,10.07136,10.73603,0
449,10.124889999999999,10.6778,0
382,6.2792900000000005,14.25777,0
383,6.17591,14.21435,0
384,6.0732,14.16889,0
385,5.9712,14.12142,0
386,5.86996,14.071929999999998,0
387,5.7695099999999995,14.020439999999999,0
389,10.31015,10.43078,0
400,10.28956,10.46272,0
411,10.26823,10.49439,0
422,10.24616,10.52577,0
433,10.223360000000001,10.55685,0
444,10.53562,9.116003,0
445,10.19983,10.58761,0
447,10.17557,10.618030000000001,0
448,10.15059,10.6481,0
450,10.09848,10.70712,0
381,6.3833,14.29915,0
469,9.547118,11.13088,0
471,9.470656,11.16954,0
491,8.6992,11.38108,0
492,8.652934,11.38488,0
493,8.606418,11.387780000000001,0
494,8.55967,11.38977,0
495,8.512708,11.39085,0
496,8.465549000000001,11.390999999999998,0
497,8.418211999999999,11.39021,0
498,8.370716,11.38849,0
629,11.07372,7.14849,0
630,11.11583,7.18138,0
631,11.15744,7.215210000000001,0
632,11.19852,7.249969999999999,0
633,11.23905,7.285639999999999,0
634,11.27902,7.32222,0
635,11.3184,7.35969,0
490,8.745199000000001,11.376380000000001,0
470,9.509161,11.15055,0
489,10.56207,9.237356,0
487,8.836328,11.364339999999999,0
472,9.431614999999999,11.18783,0
473,9.392052,11.20542,0
474,9.351977999999999,11.2223,0
475,9.311406,11.238439999999999,0
476,9.270351,11.25384,0
477,9.228825,11.26849,0
478,10.55635,9.206555999999999,0
479,9.186843,11.28237,0
480,9.144418,11.29546,0
481,9.101566,11.30777,0
482,9.0583018,11.31927,0
483,9.0146397,11.32995,0
484,8.9705955,11.33982,0
485,8.9261847,11.34884,0
486,8.881423,11.35702,0
488,8.790914,11.3708,0
636,11.35718,7.398060000000001,0
380,6.4879,14.338479999999999,0
378,10.329989999999999,10.39858,0
325,11.51647,13.7891,0
326,11.43024,13.84462,0
327,11.34281,13.898589999999999,0
328,11.2542,13.95098,0
329,11.16446,14.00176,0
330,11.07359,14.050920000000001,0
331,10.98165,14.098429999999999,0
332,10.888639999999999,14.144260000000001,0
333,10.52755,9.0864734,0
334,10.40189,10.2676,0
335,10.79462,14.1884,0
336,10.699589999999999,14.23081,0
337,10.60361,14.271479999999999,0
338,10.506689999999999,14.31039,0
339,10.40888,14.347520000000001,0
324,11.601469999999999,13.73206,0
340,10.3102,14.38284,0
323,11.68522,13.67351,0
321,11.76768,13.613489999999999,0
306,12.77442,12.634739999999999,0
307,12.71231,12.71231,0
308,12.64862,12.78883,0
309,12.58335,12.86426,0
310,12.516539999999999,12.93857,0
311,10.43334,10.20101,0
312,12.4482,13.01173,0
313,12.37835,13.08372,0
314,12.307,13.1545,0
315,12.23419,13.224029999999999,0
316,12.159930000000001,13.29229,0
317,12.08424,13.35925,0
318,12.00715,13.424879999999998,0
319,11.92867,13.48915,0
320,11.84885,13.552029999999998,0
322,10.41799,10.23438,0
379,6.59306,14.37575,0
341,10.2107,14.41634,0
343,10.009319999999999,14.477789999999999,0
363,8.100502,14.679210000000001,0
364,7.99187,14.67109,0
365,7.88322,14.66089,0
366,7.7746,14.648610000000001,0
367,10.349089999999999,10.36615,0
368,7.66605,14.63424,0
369,7.5576,14.617779999999998,0
370,7.4493,14.599229999999999,0
371,7.341189999999999,14.5786,0
372,7.2333,14.55587,0
373,7.12569,14.53105,0
374,7.0183800000000005,14.50415,0
375,6.91143,14.47517,0
376,6.804860000000001,14.4441,0
377,6.69872,14.410960000000001,0
362,8.209083999999999,14.68525,0
342,10.110389999999999,14.447989999999999,0
361,8.317573,14.68922,0
359,8.534118,14.69096,0
344,9.907515,14.50571,0
345,10.38504,10.30064,0
346,9.805019999999999,14.53173,0
347,9.701866,14.55584,0
348,9.598089,14.578029999999998,0
349,9.493724,14.598270000000001,0
350,9.388808000000001,14.61656,0
351,9.283377999999999,14.632879999999998,0
352,9.177471,14.647210000000001,0
353,9.0711238,14.65955,0
354,8.9643746,14.669889999999999,0
355,8.857261,14.67821,0
356,10.36744,10.3335,0
357,8.749821,14.6845,0
358,8.642094,14.68875,0
360,8.425931,14.691120000000002,0
637,11.39533,7.437310000000001,0
638,11.432839999999999,7.47743,0
639,11.46968,7.51841,0
736,10.074119999999999,12.69713,0
737,10.00685,12.72637,0
738,9.938858999999999,12.754389999999999,0
739,9.870171000000001,12.78116,0
740,9.800806,12.80668,0
741,9.730787,12.830919999999999,0
742,9.660139,12.85387,0
743,9.588884,12.87551,0
744,9.517047999999999,12.89584,0
745,9.444654,12.91483,0
746,9.371728,12.93247,0
747,9.298294,12.94875,0
748,9.224378999999999,12.96365,0
749,9.150007,12.97717,0
750,9.075205300000002,12.989289999999999,0
735,10.14064,12.66668,0
751,9.0,13.0,0
734,10.2064,12.63504,0
732,10.33554,12.56826,0
717,11.18833,11.93374,0
718,11.13847,11.98259,0
719,11.08755,12.0306,0
720,11.03557,12.07775,0
721,10.982560000000001,12.12401,0
722,10.928519999999999,12.169369999999999,0
723,10.87348,12.2138,0
724,10.81744,12.25727,0
725,10.76043,12.29977,0
726,10.70246,12.34127,0
727,10.64356,12.38176,0
728,10.58372,12.42122,0
729,10.52299,12.459610000000001,0
730,10.46136,12.49693,0
731,10.39887,12.53315,0
733,10.27137,12.602219999999999,0
716,11.237110000000001,11.88407,0
752,8.924417800000002,13.00929,0
754,8.77223,13.02356,0
774,7.223039999999999,12.83866,0
775,7.14663,12.81348,0
776,7.070539999999999,12.78678,0
777,6.9948,12.758560000000001,0
778,6.91944,12.72883,0
779,6.8444899999999995,12.69759,0
780,6.76998,12.66485,0
781,6.695939999999999,12.63061,0
782,6.62241,12.59488,0
783,6.5494,12.55766,0
784,6.47695,12.51897,0
785,6.40509,12.4788,0
786,6.33385,12.43717,0
787,6.2632699999999994,12.3941,0
788,6.19336,12.34957,0
773,7.29973,12.86232,0
753,8.848485,13.01714,0
772,7.376689999999999,12.88445,0
770,7.5312600000000005,12.92414,0
755,8.69568,13.02852,0
756,8.618861,13.03203,0
757,8.541803,13.03406,0
758,8.464533,13.03462,0
759,8.387080000000001,13.0337,0
760,8.309471,13.03129,0
761,8.231736999999999,13.02738,0
762,8.153905,13.02197,0
763,8.076004,13.01505,0
764,7.998069999999999,13.00662,0
765,7.92012,12.99668,0
766,7.8421899999999996,12.98522,0
767,7.764310000000001,12.97224,0
768,7.68651,12.95773,0
769,7.608810000000001,12.9417,0
771,7.453880000000001,12.90506,0
715,11.2848,11.8336,0
714,11.331380000000001,11.78237,0
713,11.37684,11.73039,0
659,12.03899,8.499077999999999,0
660,12.057789999999999,8.555007000000002,0
661,12.075560000000001,8.611467,0
662,12.09228,8.668439,0
663,12.10794,8.725904,0
664,12.122530000000001,8.783842,0
665,12.13603,8.842233,0
666,12.14845,8.9010561,0
667,12.15975,8.9602913,0
668,12.169939999999999,9.0199176,0
669,12.179,9.079913699999999,0
670,12.186919999999999,9.140258,0
671,12.19369,9.20093,0
672,12.1993,9.261906,0
673,12.20374,9.323165,0
658,12.01918,8.443698,0
674,12.20701,9.384684,0
657,11.99836,8.388886999999999,0
655,11.95376,8.281042999999999,0
640,11.50583,7.56025,0
641,11.54129,7.6029100000000005,0
642,11.57602,7.64641,0
643,11.61002,7.69072,0
644,11.64325,7.73583,0
645,11.67571,7.781739999999999,0
646,11.70738,7.828410000000001,0
647,11.73823,7.87585,0
648,11.76825,7.92404,0
649,11.79743,7.9729600000000005,0
650,11.82574,8.022605,0
651,11.85317,8.072949000000001,0
652,11.8797,8.123981,0
653,11.90532,8.175685000000001,0
654,11.930010000000001,8.228045,0
656,11.97655,8.334663,0
675,12.2091,9.446441,0
676,12.20999,9.508412,0
677,12.20968,9.570575,0
698,11.91808,10.87769,0
699,11.89047,10.93793,0
700,11.86163,10.99779,0
701,11.831560000000001,11.05725,0
702,11.80026,11.11628,0
703,11.76774,11.17487,0
704,11.734000000000002,11.23297,0
705,11.69905,11.29058,0
706,11.662889999999999,11.347660000000001,0
707,11.62555,11.40418,0
708,11.587010000000001,11.460139999999999,0
709,11.5473,11.51549,0
710,11.50641,11.570210000000001,0
711,11.464369999999999,11.62429,0
712,11.42118,11.67769,0
697,11.94444,10.8171,0
696,11.969560000000001,10.75619,0
695,11.99343,10.694980000000001,0
694,12.01605,10.6335,0
678,12.208169999999999,9.632907000000001,0
679,12.20544,9.695383,0
680,12.20149,9.757981,0
681,12.19632,9.820677,0
682,12.18993,9.883446000000001,0
683,12.18229,9.946264,0
684,12.17342,10.00911,0
305,12.83493,12.55616,0
685,12.163310000000001,10.07195,0
687,12.13935,10.19754,0
688,12.12549,10.26024,0
689,12.110380000000001,10.32284,0
690,12.09402,10.38532,0
691,12.076410000000001,10.44765,0
692,12.05755,10.50981,0
693,12.03743,10.571760000000001,0
686,12.15195,10.13477,0
304,12.89381,12.47658,0
499,8.323079,11.38583,0
302,13.00667,12.3146,0
16,7.65217,11.24672,0
15,7.699739999999999,11.26305,0
14,7.747439999999999,11.2784,0
13,7.795260000000001,11.29275,0
12,10.571660000000001,9.29981,0
11,7.84317,11.30611,0
10,7.89116,11.318480000000001,0
9,7.9392,11.32987,0
8,7.98727,11.34027,0
7,8.035361,11.3497,0
6,8.083442999999999,11.358139999999999,0
5,8.1315,11.36561,0
4,8.179511,11.372110000000001,0
3,8.227458,11.37764,0
2,8.275319999999999,11.38221,0
1,10.567169999999999,9.268445,0
100,10.58422,9.559137,0
223,10.529160000000001,9.930473,0
111,10.509730000000001,9.0284611,0
112,10.58277,9.592403,0
234,10.519789999999999,9.964488000000001,0
17,7.604760000000001,11.229389999999999,0
18,7.557519999999999,11.21107,0
19,7.51048,11.19176,0
20,7.463660000000001,11.17146,0
189,10.55283,9.828439,0
200,10.54567,9.862433,0
56,10.58323,9.42778,0
78,10.58508,9.493089,0
211,10.53778,9.896449,0
178,10.55926,9.794483,0
45,10.58131,9.395437,0
89,10.58499,9.526028,0
167,10.564969999999999,9.760581,0
34,10.57873,9.363319,0
123,10.58062,9.625812,0
32,6.96888,10.883469999999999,0
30,7.055460000000001,10.94454,0
29,7.09939,10.97365,0
28,7.143730000000001,11.00179,0
27,7.18845,11.028960000000001,0
26,7.23353,11.05516,0
25,7.2789600000000005,11.08039,0
24,7.3247,11.10463,0
23,10.57552,9.331439,0
22,7.37075,11.127889999999999,0
21,7.41707,11.15017,0
31,7.01195,10.914480000000001,0
245,10.50968,9.998479,0
222,10.51892,9.0572891,0
67,10.584480000000001,9.460335,0
294,13.34859,11.72152,0
292,13.430729999999999,11.54573,0
156,10.56995,9.726747999999999,0
295,13.304889999999999,11.80847,0
291,13.46916,11.45694,0
290,13.50583,11.36762,0
303,12.95107,12.39605,0
256,10.49883,10.03243,0
289,10.461789999999999,10.13388,0
288,13.54071,11.27779,0
296,13.25946,11.894730000000001,0
287,13.573820000000001,11.18748,0
297,13.21231,11.98028,0
285,13.63466,11.0056,0
286,13.605139999999999,11.096739999999999,0
134,10.57777,9.659349,0
278,10.47488,10.10015,0
301,13.06061,12.23227,0
300,10.44794,10.16751,0
298,13.16344,12.06507,0
282,13.712439999999999,10.73011,0
293,13.39054,11.63393,0
267,10.48723,10.06632,0
284,13.66239,10.91409,0
299,13.112870000000001,12.14908,0
