,d1,d2,cluster
926,12.664817,9.984973,0
643,11.083963,8.935748,0
642,13.748555,10.227921,0
835,14.187312,10.724715,0
773,12.274686,9.205458,0
774,11.497649000000001,9.787275,0
633,10.367531,9.596489,0
632,9.799263,10.497828,0
941,13.690918,10.004251,0
629,11.544982000000001,10.532122,0
777,11.289707,8.668364,0
862,10.801558,10.141583,0
624,12.060564999999999,11.514025,0
623,12.139363000000001,10.899022,0
622,13.594284,11.398085,0
621,11.039977,8.727893,0
620,10.568859,10.14592,0
929,13.058222,11.405334,0
783,11.050547,10.741202000000001,0
611,11.554307000000001,11.501471,0
610,11.6481,10.371972999999999,0
608,12.177624,8.918921000000001,0
607,10.443752,9.983639,0
937,13.894728,10.70531,0
949,11.633049,11.387964,0
950,14.150381,10.906425,0
647,11.38078,10.369708000000001,0
676,11.165146,9.908106,0
964,11.205109,9.015783,0
963,12.225299,10.158833,0
756,10.867283,9.012514,0
757,11.078285000000001,8.747571,0
673,14.114885000000001,10.555354,0
960,11.006557,11.326061,0
672,10.058187,10.388088,0
758,13.003063000000001,9.619385000000001,0
668,10.982247000000001,10.319362,0
667,14.156220000000001,10.033571,0
958,13.818675,10.39167,0
957,10.613982,9.532969,0
665,12.114291,9.056189999999999,0
663,10.831849,11.264127,0
660,12.485631,11.367351,0
954,11.957175999999999,10.552773,0
953,13.582104000000001,10.769810000000001,0
658,10.256745,9.817834,0
657,11.482271,11.082863,0
655,10.768537,9.826799000000001,0
861,13.828202,10.038633,0
651,14.182929000000001,10.530591000000001,0
605,13.319366,11.378881,0
677,10.137305,10.695453,0
786,11.579651,11.704325,0
602,11.463186,9.40981,0
552,12.681108,11.528972999999999,0
807,13.447156,10.966589,0
895,11.280204,9.481504,0
547,12.593637,9.563616,0
808,13.23889,9.278698,0
868,9.903481,10.524402,0
829,13.677681,10.89915,0
892,14.297064,10.779919,0
891,11.577607,11.186471000000001,0
811,11.948833,8.558574,0
803,11.288871,8.566915,0
827,11.885428,8.282082,0
822,13.595920000000001,10.415032,0
531,12.711283,8.789611,0
871,13.36089,11.330067999999999,0
883,13.035631,11.404259,0
518,11.238563000000001,10.112326,0
731,12.182271,9.330356,0
525,11.647688,8.366928999999999,0
878,12.525832000000001,8.669703,0
877,11.241777,9.486472000000001,0
876,14.588426,10.584521,0
514,13.354520999999998,11.016747,0
832,13.649714000000001,10.056131,0
897,11.767828999999999,8.931799,0
557,11.088643,9.669616,0
600,12.685212,10.275229,0
922,14.118056,11.189731,0
921,11.448938,10.878409,0
598,10.733872,10.442392,0
595,13.306554,10.082577,0
594,11.876453,11.045372,0
593,10.952518,9.123736,0
789,13.288433,10.028436,0
590,13.787551,10.176782000000001,0
915,11.564555,10.440377999999999,0
582,11.62539,11.104558,0
581,11.925966,9.264407,0
912,14.647919,10.611233,0
579,10.796247,9.252429,0
575,11.209004,8.839366,0
574,11.862019,9.865209,0
864,10.438593,11.127747,0
571,10.922353,11.489424,0
565,11.597665,9.102673,0
503,9.669546,10.479175,0
561,10.509051,10.985684,0
900,11.543623,10.338861999999999,0
800,13.384020000000001,9.750810000000001,0
924,12.46725,9.295361999999999,0
842,10.854842999999999,8.940274,0
521,13.913707,10.315791,0
966,13.17435,9.196860000000001,0
995,13.092329,9.110222,0
994,12.359719,10.457532,0
847,13.086197,10.619302000000001,0
742,10.740586,10.601436999999999,0
851,11.278549,9.733825999999999,0
736,11.554902,11.187994,0
740,13.193009,11.373789,0
846,11.992822,11.684586999999999,0
721,14.385678,10.491702,0
989,11.829362,9.599839999999999,0
970,11.541749000000001,10.60111,0
972,12.332544,10.971288000000001,0
705,10.359937,10.254837,0
720,11.98294,10.556113999999999,0
692,10.932295,10.9994,0
703,11.567045,8.817093,0
695,13.012642,9.133683999999999,0
987,12.874347,10.826388,0
697,11.064774,9.514375999999999,0
845,11.070089999999999,10.688884,0
746,13.305005,11.467238,0
975,11.6064,10.032693,0
856,11.418455,8.068489,0
733,12.28452,10.193484,0
971,12.437444000000001,10.137172,0
709,12.825523,10.644404,0
732,11.762921,11.031744999999999,0
996,13.071551,9.641615,0
965,12.621606,11.065936,0
967,11.592944000000001,10.720355,0
754,13.84769,10.193404,0
982,11.75136,8.288689999999999,0
679,13.436710999999999,10.727618,0
843,10.267246,11.043277999999999,0
282,5.920475,6.604288,1
36,3.9559949999999997,5.919630000000001,1
284,5.885585,5.415598999999999,1
406,2.854291,9.750799,1
405,6.585843,6.390128,1
287,5.574624,7.379963,1
288,3.372151,9.135339,1
289,3.151528,10.057513,1
290,2.999193,7.130417,1
292,3.4365019999999995,9.479412,1
293,6.651401,6.659522999999999,1
294,3.536986,8.065574,1
35,3.817093,6.841828,1
249,5.460987,7.936607,1
296,6.30651,7.337623,1
297,2.712349,7.979151,1
413,4.628080000000001,6.138779,1
48,5.120171,7.886808,1
281,6.646035,6.739489,1
278,3.432175,7.186119000000001,1
42,4.14466,6.782835,1
411,3.5527699999999998,7.43571,1
262,3.040881,6.958978999999999,1
457,3.174918,9.395439999999999,1
260,3.638686,7.996786999999999,1
41,6.818036,6.262664,1
44,3.987722,5.900285,1
266,3.050974,9.722713,1
267,4.057345,8.702224000000001,1
40,3.363976,9.243669,1
409,5.72435,5.934305999999999,1
45,4.270626999999999,8.432667,1
407,4.605030999999999,6.939956,1
46,5.926263,8.145282,1
34,5.042382,6.955636999999999,1
273,5.8312349999999995,5.55958,1
274,4.28541,8.01647,1
275,4.8758230000000005,5.778654,1
276,4.556619,7.142531,1
255,6.026742,6.0246889999999995,1
254,4.991568,6.447376,1
253,5.8065690000000005,6.525175,1
