,d1,d2,cluster
2750,17.174992,1.141062,0
2712,16.962162,15.407747,0
2711,14.297576999999999,17.501160000000002,0
2709,19.910823999999998,9.215158,0
2701,2.7774259999999997,16.997364,0
2700,3.4996339999999995,17.853947,0
2699,18.070829,13.926418,0
2698,19.182924,4.499976,0
2697,15.326176,16.725872,0
2695,18.899342,12.427647,0
2692,18.424715,2.9380040000000003,0
2691,8.467769,19.164146,0
2689,18.437138,13.248120000000002,0
2687,17.260139000000002,15.17906,0
2684,19.687462,5.5993699999999995,0
2713,3.554043,17.835801999999997,0
2683,18.806202,12.229014999999999,0
2677,2.009832,16.898281,0
2676,16.935234,0.731999,0
2675,19.389753,5.954994999999999,0
2674,17.340841,1.232661,0
2673,8.342955,18.916138,0
2671,4.288265,17.876514,0
2669,15.333229000000001,16.521027,0
2667,18.289773999999998,13.616166,0
2665,19.460779000000002,9.39454,0
2663,14.722643,17.155119,0
2661,5.278703,18.552277,0
2659,14.76141,17.170761,0
2657,19.760021,9.829112,0
2651,6.250458999999999,18.73653,0
2679,10.893077,18.772499,0
2717,12.553133,18.191589,0
2718,16.999895000000002,0.7124,0
2723,2.107097,16.987244,0
2779,3.460526,17.808892999999998,0
2778,19.057415,3.734883,0
2777,4.924624,18.323063,0
2775,7.469556,18.701083999999998,0
2774,7.733600999999999,18.985254,0
2773,5.689602,18.531929,0
2772,18.16761,2.309625,0
2771,12.329989,18.653229,0
2768,18.982098,3.772493,0
2767,2.908649,17.163437,0
2766,14.706139000000002,17.327663,0
2765,15.47579,16.659716,0
2761,14.161751,17.575504000000002,0
2759,17.300278,15.306683,0
2500,19.758615,6.913073,0
2754,14.811960000000001,17.015301,0
2753,19.066057,11.493099,0
2727,18.806549,12.878698,0
2728,19.776953,6.846925,0
2729,12.22205,18.350610999999997,0
2731,7.930229,18.775318,0
2733,15.806028,16.277282999999997,0
2735,15.045429,17.021917000000002,0
2650,6.673539999999999,19.018476,0
2737,3.8255160000000004,17.583,0
2741,4.145247,18.139156,0
2743,18.955862,11.813676,0
2745,19.763282999999998,8.498847,0
2747,16.426016,15.922208,0
2748,19.562186999999998,5.157058999999999,0
2751,19.879438,9.142667999999999,0
2739,16.804945,15.33804,0
2649,13.218387,18.016987,0
2646,19.756317000000003,6.949408,0
2645,10.873696,18.826614000000003,0
2563,17.582493,14.482203,0
2561,12.643703,18.110945,0
2560,17.148869,1.117486,0
2558,18.304773,2.472321,0
2557,8.991136000000001,19.220409,0
2556,17.813713,1.906638,0
2554,17.498179999999998,1.147946,0
2553,6.517238,18.917133,0
2549,9.376242,18.841210999999998,0
2547,10.800322,18.711879999999997,0
2545,19.937294,8.102112,0
2544,18.488298,2.400224,0
2543,4.4689879999999995,18.196939,0
2541,15.376514000000002,16.778606,0
2538,17.464769,1.593921,0
2537,6.01705,18.63715,0
2535,17.639576,14.2743,0
2501,8.928738000000001,18.96545,0
2502,19.401514000000002,4.889308,0
2503,17.895868,13.982149,0
2504,19.892994,7.434325,0
2505,19.361628,11.389095,0
2508,19.517706,5.530983999999999,0
2569,18.848433,12.161957000000001,0
2509,3.9611680000000002,18.052410000000002,0
2515,6.667381,18.808376000000003,0
2517,6.873956,18.751694,0
2518,18.414669,3.1500630000000003,0
2521,19.77309,9.230553,0
2523,3.028491,17.66783,0
2533,2.8000439999999998,17.540714,0
2511,19.477541,10.712845,0
2781,12.580687,18.127836,0
2571,19.566465,8.048672,0
2575,3.2638580000000004,17.553825,0
2639,16.409246,15.823026,0
2635,13.813782000000002,18.032581,0
2634,19.742639999999998,5.749957,0
2633,16.376479999999997,16.177746,0
2630,8.535821,18.781246,0
2628,19.378513,5.696687,0
2625,12.056678,18.638502,0
2624,18.917961,3.286087,0
2623,12.564975,18.315956,0
2621,17.273232,14.868808,0
2619,2.837313,17.057447,0
2613,19.014435,12.585692,0
2611,11.754894,18.634232,0
2607,10.320408,19.070026000000002,0
2605,18.180214000000003,13.423779999999999,0
2604,19.847725,7.652769999999999,0
2602,19.810726000000003,6.6245199999999995,0
2576,3.515329,17.905153,0
2577,15.618328,16.434258,0
2579,17.831665,13.841904000000001,0
2581,7.201297,18.880913,0
2583,19.10041,11.287875999999999,0
2584,19.252157,5.403482,0
2573,4.675408,18.020222,0
2585,19.14769,11.275192,0
2590,19.585627,6.133946,0
2591,2.738261,17.125481,0
2593,3.48505,17.721435999999997,0
2595,19.295397,5.333294,0
2597,15.994385000000001,16.458883,0
2599,4.298643,17.873905,0
2586,19.840509,6.615557000000001,0
2784,19.824607999999998,7.460792,0
2757,19.6231,10.511128999999999,0
2786,14.397735999999998,17.642124,0
2963,14.608623999999999,17.401014,0
2897,13.948523000000002,17.666149,0
2895,19.841269,8.982827,0
2893,15.470351999999998,16.97126,0
2785,19.427744,11.14635,0
2965,8.423312,19.17701,0
2891,19.206591,11.278478,0
2967,10.148844,19.108954999999998,0
2889,17.011038,15.455544,0
2887,19.664438,9.885110000000001,0
2969,17.738429999999997,14.657722,0
2884,19.338949,5.204145,0
2900,18.08754,2.416983,0
2883,10.003772999999999,18.902327,0
2879,17.236921,15.289148,0
2878,19.503641000000002,5.997993,0
2877,15.562134,16.505667000000003,0
2875,6.388257,18.936529,0
2973,9.816460000000001,18.802979,0
2975,3.708874,17.82761,0
2868,16.997936,0.868067,0
2943,2.579646,17.338767999999998,0
2865,9.130461,19.04324,0
2864,18.077988,2.533998,0
2863,4.3346599999999995,17.970602,0
2861,19.844255,9.229633999999999,0
2881,18.381335999999997,13.389021,0
2860,19.128801,3.720093,0
2901,1.9909029999999999,16.867947,0
2907,2.67156,16.996189,0
2941,7.926135,18.96582,0
2944,17.437069,0.9921270000000001,0
2938,17.89868,1.624468,0
2937,12.614654,18.391397,0
2936,15.377729,16.853065,0
2935,12.157598,18.576595,0
2933,13.047857,17.953159,0
2930,19.488977,7.309898,0
2929,19.367828,9.949988000000001,0
2928,18.277893,2.552532,0
2927,18.67215,13.061634,0
2945,18.580267000000003,13.190407,0
2905,19.117673999999997,11.219706,0
2925,7.9017100000000005,18.989101,0
2922,16.129139000000002,16.368414,0
2921,19.519718,9.128685,0
2920,19.625891,5.837599,0
2918,19.737635,7.667233,0
2917,17.045139000000002,15.104522,0
2915,3.718115,17.625866000000002,0
2950,17.015453,15.240623999999999,0
2951,19.949493,8.323478,0
2911,7.965146000000001,19.09594,0
2909,18.488857,13.040726,0
2953,1.996487,16.776159,0
2908,19.099754,3.6482980000000005,0
2923,2.969376,17.106823000000002,0
2859,11.01403,18.674456,0
2867,2.109419,16.845444,0
2857,18.789885,3.42556,0
2825,13.217735000000001,18.174549,0
2824,17.632423,1.21269,0
2823,4.338897,18.140964999999998,0
2822,18.105377,2.481888,0
2821,5.55406,18.310523999999997,0
2819,17.742634,1.260543,0
2817,14.281084,17.585735,0
2813,13.098853,18.012241,0
2811,10.068581,18.930939000000002,0
2990,18.437201,2.7944419999999996,0
2809,5.0556019999999995,18.143368,0
2808,19.784086,7.3712729999999995,0
2827,8.470044999999999,19.191938,0
2991,3.371575,17.603001000000003,0
2801,8.23877,18.867462,0
2800,18.421412,3.245323,0
2995,15.747845000000002,16.279419,0
2799,6.8238259999999995,18.76889,0
2996,6.028828,18.821151999999998,0
2795,16.73745,15.203031,0
2794,18.711853,3.594286,0
2793,5.567863,18.695972,0
2791,19.654507000000002,5.753201,0
2789,7.011161,18.786898,0
2788,15.309732,16.957359,0
2787,11.262362,18.753626,0
2802,17.662384,1.8087529999999998,0
2829,10.529000000000002,18.823919,0
2826,18.611414,3.211159,0
2831,9.85247,18.967052,0
2855,11.942423,18.596264,0
2853,4.293702,18.298470000000002,0
2852,19.529778,8.538482,0
2977,19.13703,4.472257,0
2851,13.141164000000002,18.104595,0
2850,17.031720999999997,1.008464,0
2849,6.31286,18.632842999999998,0
2847,4.952057,18.383015,0
2845,16.966520000000003,15.499792000000001,0
2843,11.809155,18.545586,0
2979,4.315094,18.189362,0
2842,17.274738,1.03413,0
2830,18.281898,2.694396,0
2841,4.621206,18.009365,0
2840,18.131613,2.0857419999999998,0
2942,17.817239999999998,1.386583,0
2985,10.067214,18.874306,0
2839,14.164759,17.289611999999998,0
2833,7.135166000000001,18.790569,0
2984,19.289757,5.408105,0
2834,19.215504,4.982983,0
2835,4.309083,18.16774,0
2989,17.853344,14.015823000000001,0
2961,-2.459706,8.44417,1
2959,-1.89031,10.528305,1
2957,0.7355649999999999,15.523532999999999,1
2519,-1.439001,12.577681,1
2955,-1.855865,10.114067,1
2559,1.200005,16.077269,1
2507,0.371864,14.826908999999999,1
2971,-2.408652,8.477806,1
2551,-1.8219830000000001,10.870878,1
2947,1.197352,16.182194,1
2983,-1.0385,12.727795,1
2993,-2.240901,10.208447,1
2527,-1.165722,12.368277,1
2531,0.863575,15.955501000000002,1
2513,-1.9401529999999998,9.309835000000001,1
2555,-2.304662,8.300036,1
2525,-2.214538,8.969425,1
2949,0.288064,14.930603,1
2636,0.811923,15.958269,1
2567,1.335374,16.320419,1
2873,-0.9492,13.056225,1
2871,-2.06489,8.118030000000001,1
2869,-1.8718990000000002,10.764923,1
2685,-1.9273099999999999,11.411745,1
2693,1.3126229999999999,15.903328,1
2703,0.228343,15.201529,1
2705,-2.373873,9.239756,1
2715,-0.304318,14.617720000000002,1
2837,0.416257,15.010651000000001,1
2719,0.590797,15.272188,1
2721,0.30335500000000004,14.706605999999999,1
2815,-0.7236779999999999,13.243483,1
2755,-1.36716,12.34632,1
2807,-1.314259,12.970892,1
2803,0.072645,14.434218,1
2769,0.733517,15.351524,1
2797,-2.290332,8.479762,1
2655,-0.140218,14.721715,1
2565,0.219604,15.244242999999999,1
2653,0.525609,15.442479999999998,1
2647,-0.34131300000000003,14.397278,1
2939,-0.7898069999999999,13.788135999999998,1
2931,-0.156132,14.704007999999998,1
2587,-2.247051,10.166607,1
2589,1.190052,15.822925,1
2919,-1.9753029999999998,9.341146,1
2601,-1.954318,11.345336,1
2913,-1.8506029999999998,10.772046000000001,1
2609,-2.101459,9.506976,1
2615,-1.885693,10.767299000000001,1
2617,-0.416864,14.019156,1
2903,-0.777155,13.800169,1
2627,0.6861520000000001,15.709753,1
2629,-2.004934,9.878762,1
2899,-0.856901,13.671063,1
2631,-2.169502,10.392211,1
2637,-1.649443,11.738755000000001,1
2641,-2.034194,9.790837,1
2885,-1.555767,12.505489,1
2997,-2.042186,10.747807,1
2999,-2.170528,10.134473,1
2182,1.04201,6.551552,2
2339,1.701756,5.774925,2
2338,1.1642299999999999,8.041499,2
2337,9.702012,1.101172,2
2336,2.251157,3.758539,2
2496,0.9788469999999999,7.459719000000001,2
2335,3.91411,2.65158,2
2334,12.216934,0.795762,2
2333,2.667467,3.5820279999999998,2
2332,10.365923,0.48517,2
2331,10.570623,0.569125,2
2330,2.5895189999999997,3.185948,2
2329,5.291062999999999,1.501449,2
2328,7.420007000000001,1.324116,2
2327,17.292881,7.457057000000001,2
2326,12.295428,1.789722,2
2325,5.244503,2.067939,2
2324,16.972097,7.203701,2
2323,0.598379,7.407761,2
2322,16.317035999999998,5.418731,2
2321,11.26215,1.016106,2
2320,0.979916,8.019915,2
2319,10.8935,0.959625,2
2318,14.536381,3.263459,2
2317,0.750897,7.462704,2
2316,9.248171000000001,0.902639,2
2315,2.930009,3.181504,2
2314,2.148268,4.109615,2
2340,2.683214,3.5326449999999996,2
2313,10.176667,0.600142,2
2341,10.239858,1.140636,2
2343,5.414775,1.6910630000000002,2
2370,15.518991,3.142909,2
2369,17.606254999999997,7.005153,2
2368,5.10834,1.3795959999999998,2
2367,16.707838,5.907681,2
2366,11.723657000000001,1.3071780000000002,2
2365,16.142885,5.220274,2
2364,17.761824,8.764219,2
2363,7.348142,0.902343,2
2362,2.9832810000000003,3.9827800000000004,2
2361,0.401988,8.519814,2
2360,3.580659,2.858089,2
2359,14.799473,2.750277,2
2358,2.8745,4.200806,2
2357,15.741370000000002,4.3985959999999995,2
2356,15.282383,3.987278,2
2355,5.359439,1.220647,2
2354,1.590106,4.970935,2
2353,17.148409,6.586957000000001,2
2352,8.813419,0.89146,2
2351,17.590528,7.4709970000000006,2
2350,7.22545,0.960189,2
2349,10.697613,1.2749469999999998,2
2348,12.609561,1.945344,2
2347,2.0437380000000003,5.424608999999999,2
2346,4.097072,2.022579,2
2345,9.900219,0.31940100000000005,2
2344,3.540458,3.2842540000000002,2
2342,6.730531,0.885757,2
2312,17.021452,7.136024000000001,2
2311,1.115615,6.857906,2
2310,1.430077,8.063533999999999,2
2277,12.534647,0.9376,2
2276,17.037888,7.546289999999999,2
2275,17.0355,5.065193,2
2274,10.483805,0.5853,2
2273,1.6431349999999998,4.988125,2
2272,15.046469,3.3147550000000003,2
2271,16.862404,5.053666000000001,2
2270,15.814992000000002,3.5483540000000002,2
2269,15.714689000000002,4.572680999999999,2
2268,17.633972,6.928338,2
2267,13.563604000000002,1.429316,2
2266,9.461914,0.688979,2
2265,3.439742,3.5943059999999996,2
2264,11.86604,1.1848670000000001,2
2263,13.141081,1.62014,2
