,d1,d2,cluster
598,9.629284,6.611510000000001,0
623,10.81155,6.9710399999999995,0
624,10.85627,6.99821,0
625,10.90061,7.02635,0
626,10.94454,7.055460000000001,0
627,10.98805,7.08552,0
628,11.03112,7.11653,0
629,11.07372,7.14849,0
630,11.11583,7.18138,0
225,12.64058,6.35497,0
622,10.76647,6.944839999999999,0
224,12.5821,6.29285,0
632,11.19852,7.249969999999999,0
221,12.52257,6.231990000000001,0
220,12.46203,6.17241,0
219,12.40049,6.11413,0
218,12.33799,6.05716,0
217,12.274560000000001,6.001519999999999,0
216,12.21021,5.94723,0
215,12.14499,5.89429,0
214,12.07891,5.84272,0
631,11.15744,7.215210000000001,0
213,12.01201,5.79254,0
621,10.721039999999999,6.9196100000000005,0
619,10.62925,6.87211,0
599,9.676921,6.61417,0
600,9.724680000000001,6.617789999999999,0
601,9.772542,6.6223600000000005,0
602,9.820489,6.62789,0
603,9.8685,6.63439,0
604,9.916557000000001,6.64186,0
605,9.964639,6.6503,0
606,10.01273,6.659730000000001,0
607,10.0608,6.67013,0
620,10.6753,6.89537,0
608,10.108839999999999,6.68152,0
610,10.20474,6.70725,0
611,10.25256,6.7216,0
612,10.30026,6.73695,0
613,10.34783,6.75328,0
614,10.39524,6.7706100000000005,0
615,10.44248,6.788930000000001,0
616,10.489519999999999,6.80824,0
617,10.53634,6.828539999999999,0
618,10.582930000000001,6.84983,0
609,10.156830000000001,6.69389,0
212,11.94431,5.74375,0
210,11.87585,5.69638,0
209,11.80664,5.65043,0
173,9.30432,4.971480000000001,0
174,9.381139,4.967969999999999,0
175,9.458197,4.96594,0
176,9.535467,4.965380000000001,0
177,9.612919999999999,4.9663,0
196,10.92946,5.21322,0
179,9.690529,4.96871,0
180,9.768263000000001,4.97262,0
181,9.846095,4.97803,0
172,9.22777,4.97644,0
182,9.923996,4.98495,0
184,10.079880000000001,5.0033199999999995,0
185,10.157810000000001,5.01478,0
186,10.23569,5.02776,0
187,10.31349,5.042269999999999,0
188,10.39119,5.0583,0
195,10.85337,5.18652,0
190,10.468739999999999,5.07586,0
191,10.54612,5.09494,0
192,10.62331,5.11555,0
183,10.00193,4.99338,0
171,9.151515,4.98286,0
170,9.075582199999998,4.99071,0
169,9.0,5.0,0
208,11.73673,5.6059,0
207,11.66615,5.56283,0
206,11.59491,5.5212,0
205,11.52305,5.4810300000000005,0
204,11.4506,5.44234,0
203,11.37759,5.40512,0
202,11.30406,5.36939,0
201,11.23002,5.33515,0
199,11.155510000000001,5.30241,0
198,11.08056,5.27117,0
158,8.269213,5.16908,0
159,8.339861,5.14613,0
160,8.411116,5.12449,0
161,8.482952000000001,5.10416,0
162,8.555346,5.08517,0
163,8.628272,5.0675300000000005,0
164,8.701706,5.05125,0
165,8.775621000000001,5.03635,0
166,8.849993,5.02283,0
197,11.0052,5.24144,0
168,8.924794699999998,5.0107099999999996,0
193,10.70027,5.1376800000000005,0
597,9.581788000000001,6.609789999999999,0
194,10.77696,5.16134,0
904,7.59112,3.65248,0
962,13.53204,4.9021099999999995,0
961,13.446710000000001,4.82426,0
960,13.36005,4.74817,0
959,13.272110000000001,4.6738599999999995,0
958,13.182920000000001,4.60136,0
957,13.09252,4.53067,0
956,13.00094,4.46183,0
963,13.61602,4.9817,0
955,12.90822,4.39485,0
953,12.719510000000001,4.26654,0
952,12.623610000000001,4.20526,0
596,9.534450999999999,6.609,0
950,12.42887,4.08849,0
949,12.330119999999999,4.03304,0
948,12.23049,3.9795599999999998,0
947,12.13004,3.9280699999999995,0
954,12.8144,4.32975,0
964,13.6986,5.06299,0
965,13.779760000000001,5.145980000000001,0
966,13.85945,5.23062,0
582,8.898434,6.69223,0
583,8.9416982,6.6807300000000005,0
584,8.9853603,6.67005,0
585,9.0294045,6.66018,0
586,9.0738153,6.651160000000001,0
587,9.118577,6.6429800000000006,0
588,9.163672,6.635660000000001,0
589,9.209086,6.6292,0
590,9.254800999999999,6.62362,0
591,9.3008,6.61892,0
592,9.347066,6.61512,0
593,9.393582,6.61222,0
594,9.44033,6.6102300000000005,0
595,9.487292,6.60915,0
969,14.089429999999998,5.494280000000001,0
968,14.014320000000001,5.4048,0
967,13.93765,5.31691,0
946,12.0288,3.8785800000000004,0
945,11.9268,3.83111,0
951,12.526710000000001,4.1459,0
943,11.72071,3.74223,0
922,9.465882,3.30904,0
921,9.357906,3.31125,0
