,d1,d2,cluster
0,10.5,9.0,0
341,10.2107,14.41634,0
340,10.3102,14.38284,0
339,10.40888,14.347520000000001,0
338,10.506689999999999,14.31039,0
337,10.60361,14.271479999999999,0
336,10.699589999999999,14.23081,0
335,10.79462,14.1884,0
334,10.40189,10.2676,0
333,10.52755,9.0864734,0
332,10.888639999999999,14.144260000000001,0
331,10.98165,14.098429999999999,0
330,11.07359,14.050920000000001,0
329,11.16446,14.00176,0
328,11.2542,13.95098,0
327,11.34281,13.898589999999999,0
326,11.43024,13.84462,0
325,11.51647,13.7891,0
324,11.601469999999999,13.73206,0
323,11.68522,13.67351,0
322,10.41799,10.23438,0
321,11.76768,13.613489999999999,0
320,11.84885,13.552029999999998,0
319,11.92867,13.48915,0
318,12.00715,13.424879999999998,0
317,12.08424,13.35925,0
316,12.159930000000001,13.29229,0
315,12.23419,13.224029999999999,0
342,10.110389999999999,14.447989999999999,0
314,12.307,13.1545,0
343,10.009319999999999,14.477789999999999,0
345,10.38504,10.30064,0
372,7.2333,14.55587,0
371,7.341189999999999,14.5786,0
370,7.4493,14.599229999999999,0
369,7.5576,14.617779999999998,0
368,7.66605,14.63424,0
367,10.349089999999999,10.36615,0
366,7.7746,14.648610000000001,0
365,7.88322,14.66089,0
364,7.99187,14.67109,0
363,8.100502,14.679210000000001,0
362,8.209083999999999,14.68525,0
361,8.317573,14.68922,0
360,8.425931,14.691120000000002,0
359,8.534118,14.69096,0
358,8.642094,14.68875,0
357,8.749821,14.6845,0
356,10.36744,10.3335,0
355,8.857261,14.67821,0
354,8.9643746,14.669889999999999,0
353,9.0711238,14.65955,0
352,9.177471,14.647210000000001,0
351,9.283377999999999,14.632879999999998,0
350,9.388808000000001,14.61656,0
349,9.493724,14.598270000000001,0
348,9.598089,14.578029999999998,0
347,9.701866,14.55584,0
346,9.805019999999999,14.53173,0
344,9.907515,14.50571,0
313,12.37835,13.08372,0
312,12.4482,13.01173,0
311,10.43334,10.20101,0
278,10.47488,10.10015,0
277,13.7909,10.3593,0
276,13.806,10.266210000000001,0
275,13.819289999999999,10.17304,0
274,13.830789999999999,10.07981,0
273,13.84048,9.986566999999999,0
272,13.848379999999999,9.893344,0
271,13.8545,9.800175,0
270,13.858820000000001,9.707092999999999,0
269,13.861360000000001,9.614133,0
268,13.862129999999999,9.521329,0
267,10.48723,10.06632,0
266,13.86113,9.428714,0
265,13.85837,9.336322000000001,0
264,13.853860000000001,9.244187,0
263,13.847610000000001,9.152341999999999,0
262,13.839620000000002,9.0608196,0
261,13.8299,8.969652400000001,0
260,13.81848,8.878873,0
259,13.80535,8.788513,0
258,13.790529999999999,8.698606,0
257,13.774029999999998,8.609181,0
256,10.49883,10.03243,0
255,13.755870000000002,8.520271000000001,0
254,13.73605,8.431907,0
253,13.7146,8.344118,0
252,13.69152,8.256936,0
279,13.77399,10.45227,0
280,13.755279999999999,10.54508,0
281,13.734770000000001,10.63771,0
282,13.712439999999999,10.73011,0
310,12.516539999999999,12.93857,0
309,12.58335,12.86426,0
308,12.64862,12.78883,0
307,12.71231,12.71231,0
306,12.77442,12.634739999999999,0
305,12.83493,12.55616,0
304,12.89381,12.47658,0
303,12.95107,12.39605,0
302,13.00667,12.3146,0
301,13.06061,12.23227,0
300,10.44794,10.16751,0
299,13.112870000000001,12.14908,0
298,13.16344,12.06507,0
373,7.12569,14.53105,0
297,13.21231,11.98028,0
295,13.304889999999999,11.80847,0
294,13.34859,11.72152,0
293,13.39054,11.63393,0
292,13.430729999999999,11.54573,0
291,13.46916,11.45694,0
290,13.50583,11.36762,0
289,10.461789999999999,10.13388,0
288,13.54071,11.27779,0
287,13.573820000000001,11.18748,0
286,13.605139999999999,11.096739999999999,0
285,13.63466,11.0056,0
284,13.66239,10.91409,0
283,13.688320000000001,10.82225,0
296,13.25946,11.894730000000001,0
251,13.66683,8.170391,0
374,7.0183800000000005,14.50415,0
376,6.804860000000001,14.4441,0
467,10.55003,9.176055999999999,0
466,9.621342,11.08958,0
465,9.657587,11.067969999999999,0
464,9.693238000000001,11.04573,0
463,9.728287,11.02289,0
462,9.762721,10.999460000000001,0
461,9.796533,10.97546,0
460,9.829711999999999,10.95089,0
459,9.86225,10.92578,0
458,9.894136,10.900139999999999,0
457,9.925365,10.87398,0
456,10.54312,9.145868,0
455,9.955926,10.84732,0
454,9.985813,10.82018,0
453,10.01502,10.792580000000001,0
452,10.04353,10.76452,0
451,10.07136,10.73603,0
450,10.09848,10.70712,0
449,10.124889999999999,10.6778,0
448,10.15059,10.6481,0
447,10.17557,10.618030000000001,0
445,10.19983,10.58761,0
444,10.53562,9.116003,0
443,2.5246,9.244232,0
442,2.54034,9.365675,0
441,2.55835,9.486611,0
440,2.57863,9.606999,0
468,9.584515,11.11055,0
439,2.60114,9.726795,0
469,9.547118,11.13088,0
471,9.470656,11.16954,0
498,8.370716,11.38849,0
497,8.418211999999999,11.39021,0
496,8.465549000000001,11.390999999999998,0
495,8.512708,11.39085,0
494,8.55967,11.38977,0
493,8.606418,11.387780000000001,0
492,8.652934,11.38488,0
491,8.6992,11.38108,0
490,8.745199000000001,11.376380000000001,0
489,10.56207,9.237356,0
488,8.790914,11.3708,0
487,8.836328,11.364339999999999,0
486,8.881423,11.35702,0
485,8.9261847,11.34884,0
484,8.9705955,11.33982,0
483,9.0146397,11.32995,0
482,9.0583018,11.31927,0
481,9.101566,11.30777,0
480,9.144418,11.29546,0
479,9.186843,11.28237,0
478,10.55635,9.206555999999999,0
477,9.228825,11.26849,0
