,d1,d2,cluster
3005,24.6092,16.36561,0
3342,26.58809,19.44799,0
3343,26.48702,19.47779,0
3344,26.385215000000002,19.50571,0
3346,26.28272,19.53173,0
3347,26.179566,19.55584,0
3348,26.075789,19.57803,0
3349,25.971424,19.59827,0
3350,25.866508,19.61656,0
3351,25.761078,19.63288,0
3352,25.655171,19.64721,0
3353,25.5488238,19.65955,0
3354,25.4420746,19.66989,0
3355,25.334961,19.67821,0
3357,25.227521,19.6845,0
3358,25.119794,19.68875,0
3359,25.011817999999998,19.69096,0
3360,24.903631,19.69112,0
3361,24.795273,19.689220000000002,0
3362,24.686784,19.68525,0
3363,24.578201999999997,19.67921,0
3364,24.46957,19.67109,0
3341,26.6884,19.416339999999998,0
3365,24.36092,19.66089,0
3340,26.7879,19.382839999999998,0
3338,26.98439,19.310389999999998,0
3314,28.7847,18.1545,0
3315,28.711890000000004,18.22403,0
3316,28.637629999999998,18.292289999999998,0
3317,28.561940000000003,18.35925,0
3318,28.48485,18.424879999999998,0
3319,28.406370000000003,18.48915,0
3320,28.32655,18.55203,0
3321,28.245379999999997,18.61349,0
3323,28.16292,18.67351,0
3324,28.07917,18.73206,0
3325,27.99417,18.7891,0
3326,27.907940000000004,18.844620000000003,0
3327,27.82051,18.89859,0
3328,27.7319,18.950979999999998,0
3329,27.642159999999997,19.00176,0
3330,27.55129,19.05092,0
3331,27.45935,19.09843,0
3332,27.36634,19.14426,0
3335,27.27232,19.1884,0
3336,27.177290000000003,19.23081,0
3337,27.08131,19.27148,0
3339,26.88658,19.347520000000003,0
3313,28.85605,18.08372,0
3366,24.2523,19.64861,0
3369,24.0353,19.61778,0
3394,21.6633,18.67025,0
3395,21.56948,18.60515,0
3396,21.476760000000002,18.53817,0
3397,21.38518,18.46933,0
3398,21.29478,18.39864,0
3399,21.20559,18.32614,0
3400,26.767259999999997,15.462720000000001,0
3401,21.11765,18.251829999999998,0
3402,21.03099,18.17574,0
3403,20.94566,18.09789,0
3404,20.86168,18.0183,0
3405,20.7791,17.93701,0
3406,20.69794,17.854020000000002,0
3407,20.61825,17.769379999999998,0
3408,20.54005,17.68309,0
3409,20.463379999999997,17.5952,0
3410,20.388270000000002,17.50572,0
3411,26.745929999999998,15.49439,0
3412,20.31475,17.41469,0
3413,20.24287,17.322129999999998,0
3414,20.172639999999998,17.228070000000002,0
3393,21.75819,18.73346,0
3368,24.14375,19.63424,0
3392,21.85409,18.79474,0
3390,22.04883,18.91151,0
3370,23.927,19.59923,0
3371,23.81889,19.5786,0
3372,23.711,19.555870000000002,0
3373,23.60339,19.53105,0
3374,23.49608,19.50415,0
3375,23.389129999999998,19.475170000000002,0
3376,23.28256,19.4441,0
3377,23.17642,19.41096,0
3065,22.45852,14.556301999999999,0
3378,26.80769,15.398579999999999,0
3379,23.07076,19.37575,0
3380,22.9656,19.33848,0
3381,22.861,19.29915,0
3382,22.75699,19.25777,0
3383,22.65361,19.21435,0
3384,22.5509,19.16889,0
3385,22.4489,19.12142,0
3386,22.34766,19.07193,0
3387,22.24721,19.02044,0
3388,22.147579999999998,18.96696,0
3389,26.78785,15.430779999999999,0
3391,21.95099,18.8541,0
3312,28.9259,18.01173,0
3310,28.99424,17.938570000000002,0
3309,29.06105,17.86426,0
3047,22.936410000000002,15.397089999999999,0
3046,22.971870000000003,15.43975,0
3044,23.008020000000002,15.481589999999999,0
3077,22.2987,13.920086300000001,0
3043,23.04486,15.522570000000002,0
3042,23.08237,15.56269,0
3079,22.290779999999998,13.859742,0
3041,23.120520000000003,15.601939999999999,0
3040,23.1593,15.640310000000001,0
3039,23.19868,15.677779999999998,0
3080,22.284010000000002,13.79907,0
3038,23.23865,15.714360000000001,0
3081,22.2784,13.738094,0
3037,23.27918,15.750029999999999,0
3082,22.27396,13.676835,0
3036,23.32026,15.78479,0
3083,22.27069,13.615316,0
3084,22.2686,13.553559,0
3035,23.36187,15.818620000000001,0
3085,22.26771,13.491588,0
3086,22.26802,13.429425,0
